#node	identifier	category	term ID	term description
PA0050	208964.PA0050	UniProt Keywords	KW-0732	Signal
PA1342	208964.PA1342	KEGG	pae02010	ABC transporters
PA1342	208964.PA1342	KEGG	pae02020	Two-component system
PA1342	208964.PA1342	COMPARTMENTS	GOCC:0005576	Extracellular region
PA1342	208964.PA1342	COMPARTMENTS	GOCC:0005615	Extracellular space
PA1342	208964.PA1342	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA1342	208964.PA1342	UniProt Keywords	KW-0732	Signal
PA1342	208964.PA1342	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
PA1342	208964.PA1342	SMART	SM00062	Bacterial periplasmic substrate-binding proteins
PA1440	208964.PA1440	STRING clusters	CL:5487	Mostly uncharacterized, incl. Channel activity, and Lipopolysaccharide biosynthetic process
PA1440	208964.PA1440	STRING clusters	CL:5488	Mostly uncharacterized, incl. Channel activity, and Lipopolysaccharide biosynthetic process
PA1440	208964.PA1440	STRING clusters	CL:5489	Mostly uncharacterized, incl. Channel activity, and Lipopolysaccharide biosynthetic process
PA1440	208964.PA1440	STRING clusters	CL:5490	Mostly uncharacterized, incl. Channel activity, and Lipopolysaccharide biosynthetic process
PA1440	208964.PA1440	STRING clusters	CL:5491	Mostly uncharacterized, incl. Channel activity, and Lipopolysaccharide biosynthetic process
PA1440	208964.PA1440	STRING clusters	CL:5711	Mostly uncharacterized, incl. MvaT, DNA-binding domain, and Mechanosensitive ion channel MscS, C-terminal
PA1440	208964.PA1440	STRING clusters	CL:5751	Mostly uncharacterized, incl. YgfB-like, and Calcineurin-like phosphoesterase
PA1440	208964.PA1440	COMPARTMENTS	GOCC:0031522	Cell envelope Sec protein transport complex
PA1440	208964.PA1440	COMPARTMENTS	GOCC:0032991	Protein-containing complex
PA1440	208964.PA1440	Pfam	PF03695	Uncharacterised protein family (UPF0149)
PA1440	208964.PA1440	InterPro	IPR011978	YgfB-like
PA1440	208964.PA1440	InterPro	IPR036255	YgfB-like superfamily
PA1550	208964.PA1550	GO Component	GO:0016020	Membrane
PA1550	208964.PA1550	GO Component	GO:0016021	Integral component of membrane
PA1550	208964.PA1550	GO Component	GO:0031224	Intrinsic component of membrane
PA1550	208964.PA1550	GO Component	GO:0110165	Cellular anatomical entity
PA1550	208964.PA1550	STRING clusters	CL:2784	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
PA1550	208964.PA1550	STRING clusters	CL:2785	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
PA1550	208964.PA1550	STRING clusters	CL:2786	Oxidative phosphorylation, and Sodium:proton antiporter activity
PA1550	208964.PA1550	STRING clusters	CL:2787	Oxidative phosphorylation, and Peptidase M16, N-terminal
PA1550	208964.PA1550	STRING clusters	CL:2866	Mixed, incl. Cytochrome-c oxidase activity, and 4Fe-4S dicluster domain
PA1550	208964.PA1550	STRING clusters	CL:2868	Cytochrome-c oxidase activity, and Cbb3-type cytochrome oxidase component
PA1550	208964.PA1550	STRING clusters	CL:2884	Mixed, incl. Copper ion transport, and 4Fe-4S dicluster domain
PA1550	208964.PA1550	UniProt Keywords	KW-0472	Membrane
PA1550	208964.PA1550	UniProt Keywords	KW-0812	Transmembrane
PA1550	208964.PA1550	UniProt Keywords	KW-1133	Transmembrane helix
PA1550	208964.PA1550	Pfam	PF05751	FixH
PA1550	208964.PA1550	InterPro	IPR008620	Nitrogen fixation protein FixH
PA1746	208964.PA1746	GO Process	GO:0006807	Nitrogen compound metabolic process
PA1746	208964.PA1746	GO Process	GO:0008152	Metabolic process
PA1746	208964.PA1746	GO Process	GO:0019538	Protein metabolic process
PA1746	208964.PA1746	GO Process	GO:0036211	Protein modification process
PA1746	208964.PA1746	GO Process	GO:0043170	Macromolecule metabolic process
PA1746	208964.PA1746	GO Process	GO:0043412	Macromolecule modification
PA1746	208964.PA1746	GO Process	GO:0044238	Primary metabolic process
PA1746	208964.PA1746	GO Process	GO:0051725	Protein de-ADP-ribosylation
PA1746	208964.PA1746	GO Process	GO:0071704	Organic substance metabolic process
PA1746	208964.PA1746	GO Process	GO:0140291	Peptidyl-glutamate ADP-deribosylation
PA1746	208964.PA1746	GO Process	GO:1901564	Organonitrogen compound metabolic process
PA1746	208964.PA1746	STRING clusters	CL:2537	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA1746	208964.PA1746	STRING clusters	CL:2697	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1746	208964.PA1746	STRING clusters	CL:2698	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1746	208964.PA1746	STRING clusters	CL:2700	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1746	208964.PA1746	STRING clusters	CL:2702	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1746	208964.PA1746	STRING clusters	CL:2704	Mixed, incl. UspA, and Macro domain
PA1746	208964.PA1746	STRING clusters	CL:2705	Mixed, incl. Macro domain, and Gas transport
PA1746	208964.PA1746	COMPARTMENTS	GOCC:0005622	Intracellular
PA1746	208964.PA1746	COMPARTMENTS	GOCC:0005737	Cytoplasm
PA1746	208964.PA1746	COMPARTMENTS	GOCC:0005829	Cytosol
PA1746	208964.PA1746	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA1746	208964.PA1746	Pfam	PF01661	Macro domain
PA1746	208964.PA1746	InterPro	IPR002589	Macro domain
PA1746	208964.PA1746	InterPro	IPR043472	Macro domain-like
PA1789	208964.PA1789	STRING clusters	CL:2537	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA1789	208964.PA1789	STRING clusters	CL:2697	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1789	208964.PA1789	STRING clusters	CL:2698	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1789	208964.PA1789	STRING clusters	CL:2700	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1789	208964.PA1789	STRING clusters	CL:2702	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA1789	208964.PA1789	STRING clusters	CL:2704	Mixed, incl. UspA, and Macro domain
PA1789	208964.PA1789	STRING clusters	CL:2719	UspA
PA1789	208964.PA1789	COMPARTMENTS	GOCC:0005622	Intracellular
PA1789	208964.PA1789	COMPARTMENTS	GOCC:0005737	Cytoplasm
PA1789	208964.PA1789	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA1789	208964.PA1789	Pfam	PF00582	Universal stress protein family
PA1789	208964.PA1789	InterPro	IPR006016	UspA
PA1888	208964.PA1888	STRING clusters	CL:10705	Mixed, incl. Transposase activity, and Integrase, catalytic core
PA1888	208964.PA1888	STRING clusters	CL:10706	Mixed, incl. Transposase IS3/IS911family, and Integrase, catalytic core
PA1888	208964.PA1888	STRING clusters	CL:10753	Mixed, incl. RDD family, and ATPase regulator activity
PA1888	208964.PA1888	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA1888	208964.PA1888	UniProt Keywords	KW-0732	Signal
PA1888	208964.PA1888	InterPro	IPR029058	Alpha/Beta hydrolase fold
PA1894	208964.PA1894	GO Function	GO:0003824	Catalytic activity
PA1894	208964.PA1894	GO Function	GO:0005488	Binding
PA1894	208964.PA1894	GO Function	GO:0016491	Oxidoreductase activity
PA1894	208964.PA1894	GO Function	GO:0043167	Ion binding
PA1894	208964.PA1894	GO Function	GO:0043169	Cation binding
PA1894	208964.PA1894	GO Function	GO:0046872	Metal ion binding
PA1894	208964.PA1894	STRING clusters	CL:10972	Mostly uncharacterized, incl. Sterol metabolic process, and Tetratricopeptide repeat
PA1894	208964.PA1894	STRING clusters	CL:11007	Mostly uncharacterized, incl. Sterol metabolic process, and Tetratricopeptide repeat
PA1894	208964.PA1894	STRING clusters	CL:11024	Mixed, incl. Sterol metabolic process, and Prolyl 4-hydroxylase, alpha subunit
PA1894	208964.PA1894	COMPARTMENTS	GOCC:0005622	Intracellular
PA1894	208964.PA1894	COMPARTMENTS	GOCC:0005737	Cytoplasm
PA1894	208964.PA1894	COMPARTMENTS	GOCC:0043226	Organelle
PA1894	208964.PA1894	COMPARTMENTS	GOCC:0043229	Intracellular organelle
PA1894	208964.PA1894	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA1894	208964.PA1894	Pfam	PF13640	2OG-Fe(II) oxygenase superfamily
PA1894	208964.PA1894	InterPro	IPR005123	Oxoglutarate/iron-dependent dioxygenase
PA1894	208964.PA1894	InterPro	IPR006620	Prolyl 4-hydroxylase, alpha subunit
PA1894	208964.PA1894	InterPro	IPR044862	Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain
PA2119	208964.PA2119	GO Function	GO:0003824	Catalytic activity
PA2119	208964.PA2119	GO Function	GO:0005488	Binding
PA2119	208964.PA2119	GO Function	GO:0008270	Zinc ion binding
PA2119	208964.PA2119	GO Function	GO:0016491	Oxidoreductase activity
PA2119	208964.PA2119	GO Function	GO:0016614	Oxidoreductase activity, acting on CH-OH group of donors
PA2119	208964.PA2119	GO Function	GO:0016616	Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
PA2119	208964.PA2119	GO Function	GO:0043167	Ion binding
PA2119	208964.PA2119	GO Function	GO:0043169	Cation binding
PA2119	208964.PA2119	GO Function	GO:0046872	Metal ion binding
PA2119	208964.PA2119	GO Function	GO:0046914	Transition metal ion binding
PA2119	208964.PA2119	STRING clusters	CL:2537	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA2119	208964.PA2119	STRING clusters	CL:2697	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2119	208964.PA2119	STRING clusters	CL:2698	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2119	208964.PA2119	STRING clusters	CL:2700	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2119	208964.PA2119	STRING clusters	CL:2702	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2119	208964.PA2119	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA2119	208964.PA2119	UniProt Keywords	KW-0479	Metal-binding
PA2119	208964.PA2119	UniProt Keywords	KW-0862	Zinc
PA2119	208964.PA2119	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain
PA2119	208964.PA2119	Pfam	PF13602	Zinc-binding dehydrogenase
PA2119	208964.PA2119	InterPro	IPR002328	Alcohol dehydrogenase, zinc-type, conserved site
PA2119	208964.PA2119	InterPro	IPR011032	GroES-like superfamily
PA2119	208964.PA2119	InterPro	IPR013149	Alcohol dehydrogenase-like, C-terminal
PA2119	208964.PA2119	InterPro	IPR013154	Alcohol dehydrogenase-like, N-terminal
PA2119	208964.PA2119	InterPro	IPR020843	Polyketide synthase, enoylreductase domain
PA2119	208964.PA2119	InterPro	IPR036291	NAD(P)-binding domain superfamily
PA2174	208964.PA2174	STRING clusters	CL:7491	Mostly uncharacterized, incl. Starch and sucrose metabolism, and Ferritin-like
PA2174	208964.PA2174	STRING clusters	CL:7492	Mostly uncharacterized, incl. Starch and sucrose metabolism, and Ferritin-like
PA2174	208964.PA2174	STRING clusters	CL:7493	Mostly uncharacterized, incl. Starch and sucrose metabolism, and Ferritin-like
PA2174	208964.PA2174	STRING clusters	CL:7607	Mostly uncharacterized, incl. Protein of unknown function DUF3509, and BON domain
PA2174	208964.PA2174	STRING clusters	CL:7684	Mostly uncharacterized, incl. Glucose/Sorbosone dehydrogenase, and Protein of unknown function (DUF2388)
PA2224	208964.PA2224	STRING clusters	CL:11037	Mostly uncharacterized, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2224	208964.PA2224	STRING clusters	CL:11039	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2224	208964.PA2224	STRING clusters	CL:11040	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2224	208964.PA2224	STRING clusters	CL:11043	Mixed, incl. Lysozyme activity, and Lysozyme-like domain superfamily
PA2225	208964.PA2225	STRING clusters	CL:11037	Mostly uncharacterized, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2225	208964.PA2225	STRING clusters	CL:11039	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2225	208964.PA2225	STRING clusters	CL:11040	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2225	208964.PA2225	STRING clusters	CL:11043	Mixed, incl. Lysozyme activity, and Lysozyme-like domain superfamily
PA2225	208964.PA2225	UniProt Keywords	KW-0732	Signal
PA2226	208964.PA2226	STRING clusters	CL:11037	Mostly uncharacterized, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2226	208964.PA2226	STRING clusters	CL:11039	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2226	208964.PA2226	STRING clusters	CL:11040	Mixed, incl. Lysozyme-like domain superfamily, and 3-alpha domain
PA2226	208964.PA2226	STRING clusters	CL:11043	Mixed, incl. Lysozyme activity, and Lysozyme-like domain superfamily
PA2375	208964.PA2375	STRING clusters	CL:10314	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10315	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10316	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10317	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10318	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10319	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10320	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10321	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10322	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10323	Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2375	208964.PA2375	STRING clusters	CL:10324	Mixed, incl. Protein secretion by the type VI secretion system, and Hcp1-like superfamily
PA2375	208964.PA2375	COMPARTMENTS	GOCC:0018995	Host cellular component
PA2375	208964.PA2375	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA2375	208964.PA2375	Pfam	PF14107	Domain of unknown function (DUF4280)
PA2375	208964.PA2375	InterPro	IPR025460	Protein of unknown function DUF4280
PA2381	208964.PA2381	Pfam	PF07867	Protein of unknown function (DUF1654)
PA2381	208964.PA2381	InterPro	IPR012449	Bacteriophage F116, Orf28
PA2482	208964.PA2482	GO Process	GO:0006091	Generation of precursor metabolites and energy
PA2482	208964.PA2482	GO Process	GO:0008152	Metabolic process
PA2482	208964.PA2482	GO Process	GO:0009987	Cellular process
PA2482	208964.PA2482	GO Process	GO:0022900	Electron transport chain
PA2482	208964.PA2482	GO Process	GO:0044237	Cellular metabolic process
PA2482	208964.PA2482	GO Function	GO:0003824	Catalytic activity
PA2482	208964.PA2482	GO Function	GO:0005488	Binding
PA2482	208964.PA2482	GO Function	GO:0005506	Iron ion binding
PA2482	208964.PA2482	GO Function	GO:0009055	Electron transfer activity
PA2482	208964.PA2482	GO Function	GO:0016491	Oxidoreductase activity
PA2482	208964.PA2482	GO Function	GO:0020037	Heme binding
PA2482	208964.PA2482	GO Function	GO:0043167	Ion binding
PA2482	208964.PA2482	GO Function	GO:0043169	Cation binding
PA2482	208964.PA2482	GO Function	GO:0046872	Metal ion binding
PA2482	208964.PA2482	GO Function	GO:0046906	Tetrapyrrole binding
PA2482	208964.PA2482	GO Function	GO:0046914	Transition metal ion binding
PA2482	208964.PA2482	GO Function	GO:0097159	Organic cyclic compound binding
PA2482	208964.PA2482	GO Function	GO:1901363	Heterocyclic compound binding
PA2482	208964.PA2482	GO Component	GO:0042597	Periplasmic space
PA2482	208964.PA2482	GO Component	GO:0110165	Cellular anatomical entity
PA2482	208964.PA2482	STRING clusters	CL:8146	Mixed, incl. Potassium ion transport, and Sodium transport
PA2482	208964.PA2482	STRING clusters	CL:8147	Mixed, incl. Sodium transport, and Electron transport
PA2482	208964.PA2482	STRING clusters	CL:8184	Mixed, incl. DNA translocase activity, and Transglutaminase-like superfamily
PA2482	208964.PA2482	COMPARTMENTS	GOCC:0042597	Periplasmic space
PA2482	208964.PA2482	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA2482	208964.PA2482	UniProt Keywords	KW-0349	Heme
PA2482	208964.PA2482	UniProt Keywords	KW-0408	Iron
PA2482	208964.PA2482	UniProt Keywords	KW-0479	Metal-binding
PA2482	208964.PA2482	UniProt Keywords	KW-0732	Signal
PA2482	208964.PA2482	Pfam	PF00034	Cytochrome c
PA2482	208964.PA2482	InterPro	IPR009056	Cytochrome c-like domain
PA2482	208964.PA2482	InterPro	IPR024167	Cytochrome c4-like
PA2482	208964.PA2482	InterPro	IPR036909	Cytochrome c-like domain superfamily
PA2501	208964.PA2501	GO Component	GO:0016020	Membrane
PA2501	208964.PA2501	GO Component	GO:0016021	Integral component of membrane
PA2501	208964.PA2501	GO Component	GO:0031224	Intrinsic component of membrane
PA2501	208964.PA2501	GO Component	GO:0110165	Cellular anatomical entity
PA2501	208964.PA2501	STRING clusters	CL:2537	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA2501	208964.PA2501	STRING clusters	CL:2697	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2501	208964.PA2501	STRING clusters	CL:2698	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2501	208964.PA2501	STRING clusters	CL:2700	Mixed, incl. UspA, and Alcohol dehydrogenase, zinc-type, conserved site
PA2501	208964.PA2501	STRING clusters	CL:2740	Protein of unknown function DUF5064, and Coiled coil
PA2501	208964.PA2501	UniProt Keywords	KW-0472	Membrane
PA2501	208964.PA2501	UniProt Keywords	KW-0812	Transmembrane
PA2501	208964.PA2501	UniProt Keywords	KW-1133	Transmembrane helix
PA2536	208964.PA2536	GO Process	GO:0009273	Peptidoglycan-based cell wall biogenesis
PA2536	208964.PA2536	GO Process	GO:0009987	Cellular process
PA2536	208964.PA2536	GO Process	GO:0042546	Cell wall biogenesis
PA2536	208964.PA2536	GO Process	GO:0044085	Cellular component biogenesis
PA2536	208964.PA2536	GO Process	GO:0071554	Cell wall organization or biogenesis
PA2536	208964.PA2536	GO Process	GO:0071840	Cellular component organization or biogenesis
PA2536	208964.PA2536	GO Function	GO:0003824	Catalytic activity
PA2536	208964.PA2536	GO Function	GO:0016740	Transferase activity
PA2536	208964.PA2536	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
PA2536	208964.PA2536	GO Function	GO:0016779	Nucleotidyltransferase activity
PA2536	208964.PA2536	GO Component	GO:0005886	Plasma membrane
PA2536	208964.PA2536	GO Component	GO:0016020	Membrane
PA2536	208964.PA2536	GO Component	GO:0016021	Integral component of membrane
PA2536	208964.PA2536	GO Component	GO:0031224	Intrinsic component of membrane
PA2536	208964.PA2536	GO Component	GO:0071944	Cell periphery
PA2536	208964.PA2536	GO Component	GO:0110165	Cellular anatomical entity
PA2536	208964.PA2536	STRING clusters	CL:10314	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10315	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10316	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10317	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10318	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10319	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2536	208964.PA2536	STRING clusters	CL:10517	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2536	208964.PA2536	STRING clusters	CL:10518	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2536	208964.PA2536	STRING clusters	CL:10519	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2536	208964.PA2536	STRING clusters	CL:10521	Mostly uncharacterized, incl. Acylglycerol O-acyltransferase activity, and RDD family
PA2536	208964.PA2536	STRING clusters	CL:10522	Mostly uncharacterized, incl. Acylglycerol O-acyltransferase activity, and RDD family
PA2536	208964.PA2536	STRING clusters	CL:10543	Mixed, incl. Cytidylyltransferase family, and Protein-tyrosine phosphatase-like
PA2536	208964.PA2536	KEGG	pae00564	Glycerophospholipid metabolism
PA2536	208964.PA2536	KEGG	pae01100	Metabolic pathways
PA2536	208964.PA2536	KEGG	pae01110	Biosynthesis of secondary metabolites
PA2536	208964.PA2536	COMPARTMENTS	GOCC:0005886	Plasma membrane
PA2536	208964.PA2536	COMPARTMENTS	GOCC:0016020	Membrane
PA2536	208964.PA2536	COMPARTMENTS	GOCC:0071944	Cell periphery
PA2536	208964.PA2536	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA2536	208964.PA2536	UniProt Keywords	KW-0472	Membrane
PA2536	208964.PA2536	UniProt Keywords	KW-0548	Nucleotidyltransferase
PA2536	208964.PA2536	UniProt Keywords	KW-0808	Transferase
PA2536	208964.PA2536	UniProt Keywords	KW-0812	Transmembrane
PA2536	208964.PA2536	UniProt Keywords	KW-1133	Transmembrane helix
PA2536	208964.PA2536	Pfam	PF01148	Cytidylyltransferase family
PA2537	208964.PA2537	GO Process	GO:0006629	Lipid metabolic process
PA2537	208964.PA2537	GO Process	GO:0006644	Phospholipid metabolic process
PA2537	208964.PA2537	GO Process	GO:0006650	Glycerophospholipid metabolic process
PA2537	208964.PA2537	GO Process	GO:0006654	Phosphatidic acid biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0006793	Phosphorus metabolic process
PA2537	208964.PA2537	GO Process	GO:0006796	Phosphate-containing compound metabolic process
PA2537	208964.PA2537	GO Process	GO:0008152	Metabolic process
PA2537	208964.PA2537	GO Process	GO:0008610	Lipid biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0008654	Phospholipid biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0009058	Biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0009987	Cellular process
PA2537	208964.PA2537	GO Process	GO:0019637	Organophosphate metabolic process
PA2537	208964.PA2537	GO Process	GO:0044237	Cellular metabolic process
PA2537	208964.PA2537	GO Process	GO:0044238	Primary metabolic process
PA2537	208964.PA2537	GO Process	GO:0044249	Cellular biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0044255	Cellular lipid metabolic process
PA2537	208964.PA2537	GO Process	GO:0045017	Glycerolipid biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0046473	Phosphatidic acid metabolic process
PA2537	208964.PA2537	GO Process	GO:0046474	Glycerophospholipid biosynthetic process
PA2537	208964.PA2537	GO Process	GO:0046486	Glycerolipid metabolic process
PA2537	208964.PA2537	GO Process	GO:0071704	Organic substance metabolic process
PA2537	208964.PA2537	GO Process	GO:0090407	Organophosphate biosynthetic process
PA2537	208964.PA2537	GO Process	GO:1901576	Organic substance biosynthetic process
PA2537	208964.PA2537	GO Function	GO:0003824	Catalytic activity
PA2537	208964.PA2537	GO Function	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity
PA2537	208964.PA2537	GO Function	GO:0008374	O-acyltransferase activity
PA2537	208964.PA2537	GO Function	GO:0016411	Acylglycerol O-acyltransferase activity
PA2537	208964.PA2537	GO Function	GO:0016740	Transferase activity
PA2537	208964.PA2537	GO Function	GO:0016746	Acyltransferase activity
PA2537	208964.PA2537	GO Function	GO:0016747	Acyltransferase activity, transferring groups other than amino-acyl groups
PA2537	208964.PA2537	GO Function	GO:0042171	Lysophosphatidic acid acyltransferase activity
PA2537	208964.PA2537	GO Function	GO:0071617	Lysophospholipid acyltransferase activity
PA2537	208964.PA2537	STRING clusters	CL:10314	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10315	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10316	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10317	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10318	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10319	Mixed, incl. Protein secretion by the type VI secretion system, and Biofilm formation - Pseudomonas aeruginosa
PA2537	208964.PA2537	STRING clusters	CL:10517	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2537	208964.PA2537	STRING clusters	CL:10518	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2537	208964.PA2537	STRING clusters	CL:10519	Mostly uncharacterized, incl. Protein of unknown function (DUF805), and Acylglycerol O-acyltransferase activity
PA2537	208964.PA2537	STRING clusters	CL:10521	Mostly uncharacterized, incl. Acylglycerol O-acyltransferase activity, and RDD family
PA2537	208964.PA2537	STRING clusters	CL:10522	Mostly uncharacterized, incl. Acylglycerol O-acyltransferase activity, and RDD family
PA2537	208964.PA2537	STRING clusters	CL:10543	Mixed, incl. Cytidylyltransferase family, and Protein-tyrosine phosphatase-like
PA2537	208964.PA2537	COMPARTMENTS	GOCC:0016020	Membrane
PA2537	208964.PA2537	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA2537	208964.PA2537	UniProt Keywords	KW-0012	Acyltransferase
PA2537	208964.PA2537	UniProt Keywords	KW-0808	Transferase
PA2537	208964.PA2537	InterPro	IPR002123	Phospholipid/glycerol acyltransferase
PA2537	208964.PA2537	SMART	SM00563	Phosphate acyltransferases
PA2539	208964.PA2539	GO Process	GO:0006470	Protein dephosphorylation
PA2539	208964.PA2539	GO Process	GO:0006793	Phosphorus metabolic process
PA2539	208964.PA2539	GO Process	GO:0006796	Phosphate-containing compound metabolic process
PA2539	208964.PA2539	GO Process	GO:0006807	Nitrogen compound metabolic process
PA2539	208964.PA2539	GO Process	GO:0008152	Metabolic process
PA2539	208964.PA2539	GO Process	GO:0009987	Cellular process
PA2539	208964.PA2539	GO Process	GO:0016311	Dephosphorylation
PA2539	208964.PA2539	GO Process	GO:0019538	Protein metabolic process
PA2539	208964.PA2539	GO Process	GO:0036211	Protein modification process
PA2539	208964.PA2539	GO Process	GO:0043170	Macromolecule metabolic process
PA2539	208964.PA2539	GO Process	GO:0043412	Macromolecule modification
