#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PA2375	208964.PA2375	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=131:Pfam_DUF4280(6|125)+	879665,AAG05763,AAG05763.1,Hypothetical protein,NC_002516.2,NP_251065,NP_251065.1,NZ_QZGE01000021.1,PA2375,Q9I1A4,Q9I1A4_PSEAE,Uncharacterized protein,WP_003089513.1,hypothetical protein,pae:PA2375
PA2381	208964.PA2381	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=80:Pfam_DUF1654(12|80)+	877663,AAG05769,AAG05769.1,Hypothetical protein,NC_002516.2,NP_251071,NP_251071.1,NZ_QZGE01000021.1,PA2381,Q9I198,Q9I198_PSEAE,Uncharacterized protein,WP_003089526.1,hypothetical protein,pae:PA2381
PA2482	208964.PA2482	Probable cytochrome c; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=217:Pfam_Cytochrom_C(22|113)+Pfam_Cytochrom_C(124|211)+	879889,AAG05870,AAG05870.1,Cytochrome C,NC_002516.2,NP_251172,NP_251172.1,NZ_QZGE01000008.1,PA2482,Probable cytochrome c,Q9I100,Q9I100_PSEAE,WP_003113296.1,pae:PA2482,probable cytochrome c
PA2501	208964.PA2501	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=55:TRANS(5|22)+TRANS(29|51)+	882883,AAG05889,AAG05889.1,Hypothetical protein,NC_002516.2,NP_251191,NP_251191.1,NZ_QZGE01000008.1,PA2501,Q9I0Y1,Q9I0Y1_PSEAE,Uncharacterized protein,WP_003089849.1,hypothetical protein,pae:PA2501
PA2536	208964.PA2536	Probable phosphatidate cytidylyltransferase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=311:TRANS(7|26)+Pfam_CTP_transf_1(42|308)+	2.7.7.41,878084,AAG05924,AAG05924.1,EC 2.7.7.41,NC_002516.2,NP_251226,NP_251226.1,NZ_QZGE01000008.1,PA2536,Phosphatidate cytidylyltransferase,Probable phosphatidate cytidylyltransferase,Q9I0U8,Q9I0U8_PSEAE,WP_003089962.1,pae:PA2536,probable phosphatidate cytidylyltransferase
PA2537	208964.PA2537	Probable acyltransferase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=209:PlsC(34|157)+	878085,AAG05925,AAG05925.1,Acyltransferase,NC_002516.2,NP_251227,NP_251227.1,NZ_QZGE01000008.1,PA2537,Probable acyltransferase,Q9I0U7,Q9I0U7_PSEAE,WP_003113327.1,pae:PA2537,probable acyltransferase
PA2539	208964.PA2539	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=437:SIGNAL(1|18)+TRANS(39|61)+TRANS(74|96)+TRANS(122|141)+TRANS(148|165)+TRANS(169|186)+TRANS(207|226)+TRANS(230|252)+Pfam_DSPc(298|421)+	882944,AAG05927,AAG05927.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_251229,NP_251229.1,PA2539,Q9I0U5,Q9I0U5_PSEAE,TYR_PHOSPHATASE_2 domain-containing protein,WP_010895624.1,conserved hypothetical protein,pae:PA2539
PA2753	208964.PA2753	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=124:Pfam_DUF5064(1|116)+	882735,AAG06141,AAG06141.1,Hypothetical protein,NC_002516.2,NP_251443,NP_251443.1,NZ_QZGE01000011.1,PA2753,Q9I090,Q9I090_PSEAE,Uncharacterized protein,WP_003090800.1,hypothetical protein,pae:PA2753
PA2769	208964.PA2769	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences); Belongs to the Nudix hydrolase family.	https://smart.embl.de/smart/DDvec.cgi?smart=136:Pfam_NUDIX(3|128)+	3.6.1.55,8-oxo-dGTP diphosphatase,878780,AAG06157,AAG06157.1,EC 3.6.1.55,Hypothetical protein,NC_002516.2,NP_251459,NP_251459.1,NZ_QZGE01000011.1,Nudix hydrolase domain-containing protein,PA2769,Q9I074,Q9I074_PSEAE,WP_003114423.1,hypothetical protein,pae:PA2769
PA3021	208964.PA3021	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=128:SIGNAL(1|23)+Pfam_LprI(27|111)+	878769,AAG06409,AAG06409.1,Hypothetical protein,LprI domain-containing protein,NC_002516.2,NP_251711,NP_251711.1,NZ_QZGE01000009.1,PA3021,Q9HZI5,Q9HZI5_PSEAE,WP_003113974.1,hypothetical protein,pae:PA3021
PA3226	208964.PA3226	Probable hydrolase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=275:Pfam_Abhydrolase_1(23|143)+	882463,AAG06614,AAG06614.1,Hydrolase,NC_002516.2,NP_251916,NP_251916.1,NZ_QZGE01000019.1,PA3226,Probable hydrolase,Q9HZ14,Q9HZ14_PSEAE,WP_003114813.1,pae:PA3226,probable hydrolase
PA3306	208964.PA3306	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=200:Pfam_2OG-FeII_Oxy_2(15|194)+	882471,AAG06694,AAG06694.1,Fe2OG dioxygenase domain-containing protein,Hypothetical protein,NC_002516.2,NP_251996,NP_251996.1,NZ_QZGE01000017.1,PA3306,Q9HYT8,Q9HYT8_PSEAE,WP_003115462.1,hypothetical protein,pae:PA3306
PA3309	208964.PA3309	Conserved hypothetical protein; Class 1: Function experimentally demonstrated in P. aeruginosa.	https://smart.embl.de/smart/DDvec.cgi?smart=151:Pfam_Usp(1|149)+	882474,AAG06697,AAG06697.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_251999,NP_251999.1,NZ_QZGE01000017.1,PA330,PA3309,Q9HYT5,Q9HYT5_PSEAE,Usp domain-containing protein,WP_003091672.1,conserved hypothetical protein,pae:PA3309
PA3334	208964.PA3334	Probable acyl carrier protein; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=79:Pfam_PP-binding(7|73)+	882499,AAG06722,AAG06722.1,Acyl carrier protein,NC_002516.2,NP_252024,NP_252024.1,NZ_QZGE01000017.1,PA3334,Probable acyl carrier protein,Q9HYR1,Q9HYR1_PSEAE,WP_003106204.1,pae:PA3334,probable acyl carrier protein
PA3353	208964.PA3353	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=263:Pfam_YcgR(30|136)+Pfam_PilZ(138|249)+	882520,AAG06741,AAG06741.1,Hypothetical protein,NC_002516.2,NP_252043,NP_252043.1,NZ_QZGE01000017.1,PA3353,Q9HYP3,Q9HYP3_PSEAE,Uncharacterized protein,WP_003119635.1,hypothetical protein,pae:PA3353
PA3415	208964.PA3415	Probable dihydrolipoamide acetyltransferase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=370:Pfam_Biotin_lipoyl(2|75)+Pfam_E3_binding(114|149)+Pfam_2-oxoacid_dh(157|370)+	2.3.1.-,2.3.1.12,878691,AAG06803,AAG06803.1,EC 2.3.1.12,NC_002516.2,NP_252105,NP_252105.1,NZ_QZGE01000017.1,PA3415,Probable dihydrolipoamide acetyltransferase,Q9HYJ0,Q9HYJ0_PSEAE,WP_003114484.1,pae:PA3415,probable dihydrolipoamide acetyltransferase
PA3559	208964.PA3559	Probable nucleotide sugar dehydrogenase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=464:Pfam_UDPG_MGDP_dh_N(1|187)+Pfam_UDPG_MGDP_dh(204|297)+UDPG_MGDP_dh_C(320|424)+	1.1.1.22,879827,AAG06947,AAG06947.1,EC 1.1.1.22,NC_002516.2,NP_252249,NP_252249.1,NZ_QZGE01000001.1,Nucleotide sugar dehydrogenase,PA3559,Probable nucleotide sugar dehydrogenase,Q9HY58,Q9HY58_PSEAE,UDP-glucose 6-dehydrogenase,UDPglucose 6-dehydrogenase,WP_003112875.1,pae:PA3559,probable nucleotide sugar dehydrogenase
PA3572	208964.PA3572	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	http://smart.embl.de/smart/DDvec.cgi?smart=58:	878818,AAG06960,AAG06960.1,Hypothetical protein,NC_002516.2,NP_252262,NP_252262.1,NZ_QZGE01000001.1,PA3572,Q9HY48,Q9HY48_PSEAE,Uncharacterized protein,WP_003104346.1,hypothetical protein,pae:PA3572
PA3613	208964.PA3613	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=801:Pfam_XFP_N(59|383)+Pfam_XFP(433|604)+	880122,AAG07001,AAG07001.1,Hypothetical protein,NC_002516.2,NP_252303,NP_252303.1,NZ_QZGE01000001.1,PA3613,Q9HY13,Q9HY13_PSEAE,WP_003113876.1,XFP_N domain-containing protein,hypothetical protein,pae:PA3613
PA3615	208964.PA3615	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=356:Pfam_Lysine_decarbox(126|263)+	880243,AAG07003,AAG07003.1,Hypothetical protein,NC_002516.2,NP_252305,NP_252305.1,NZ_QZGE01000001.1,PA3615,Q9HY11,Q9HY11_PSEAE,Uncharacterized protein,WP_003092255.1,hypothetical protein,pae:PA3615
PA3720	208964.PA3720	Hypothetical protein; Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa.	http://smart.embl.de/smart/DDvec.cgi?smart=141:	880361,AAG07107,AAG07107.2,Hypothetical protein,NC_002516.2,NP_252409,NP_252409.2,NZ_QZGE01000001.1,PA3720,Q9HXS1,Q9HXS1_PSEAE,Uncharacterized protein,WP_003100688.1,hypothetical protein,pae:PA3720
PA3723	208964.PA3723	Probable FMN oxidoreductase; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=368:Pfam_Oxidored_FMN(3|343)+	880373,AAG07110,AAG07110.1,FMN oxidoreductase,NC_002516.2,NP_252412,NP_252412.1,NZ_QZGE01000001.1,PA3723,Probable FMN oxidoreductase,Q9HXR8,Q9HXR8_PSEAE,WP_003113836.1,pae:PA3723,probable FMN oxidoreductase
PA3729	208964.PA3729	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=688:TRANS(5|27)+	880398,AAG07116,AAG07116.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_252418,NP_252418.1,NZ_QZGE01000001.1,PA3729,Q9HXR3,Q9HXR3_PSEAE,Uncharacterized protein,WP_003113833.1,conserved hypothetical protein,pae:PA3729
PA3731	208964.PA3731	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=231:Pfam_PspA_IM30(2|230)+	880302,AAG07118,AAG07118.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_252420,NP_252420.1,NZ_QZGE01000001.1,PA3731,Q9HXR1,Q9HXR1_PSEAE,Uncharacterized protein,WP_003092609.1,conserved hypothetical protein,pae:PA3731
PA3732	208964.PA3732	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=147:Pfam_DUF2170(6|143)+	880303,AAG07119,AAG07119.1,Conserved hypothetical protein,Hypothetical protein,NP_252421,PA3732,Q9HXR0,Q9HXR0_PSEAE,Uncharacterized protein,conserved hypothetical protein,pae:PA3732
PA3796	208964.PA3796	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=195:Pfam_DUF937(31|177)+	879950,AAG07183,AAG07183.1,Hypothetical protein,NC_002516.2,NP_252485,NP_252485.1,NZ_QZGE01000001.1,PA3796,Q9HXK1,Q9HXK1_PSEAE,Uncharacterized protein,WP_003113804.1,hypothetical protein,pae:PA3796
PA3850	208964.PA3850	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	http://smart.embl.de/smart/DDvec.cgi?smart=303:	879817,AAG07237,AAG07237.1,Hypothetical protein,NC_002516.2,NP_252539,NP_252539.1,NZ_QZGE01000001.1,PA3850,Q9HXF6,Q9HXF6_PSEAE,Uncharacterized protein,WP_003113786.1,hypothetical protein,pae:PA3850
PA3966	208964.PA3966	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=69:Pfam_DUF2788(14|64)+	878878,AAG07353,AAG07353.1,Hypothetical protein,NC_002516.2,NP_252655,NP_252655.1,NZ_QZGE01000001.1,PA3966,Q9HX50,Q9HX50_PSEAE,Uncharacterized protein,WP_003093125.1,hypothetical protein,pae:PA3966
PA4108	208964.PA4108	Cyclic di-GMP phosphodiesterase; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP) to GMP. Hydrolyzes c-di-GMP to GMP in a two-step reaction, via the linear intermediate 5'-phosphoguanylyl(3'->5')guanosine (pGpG). In vitro, can use pGpG as an alternative substrate and hydrolyze it into GMP. Acts in regulation of motility, synthesis of virulence determinants and biofilm architecture.	https://smart.embl.de/smart/DDvec.cgi?smart=414:Pfam_DUF3391(2|126)+HDc(153|289)+	3.1.4.-,877982,AAG07495,AAG07495.1,CDPD1_PSEAE,Cyclic di-GMP phosphodiesterase,Cyclic di-GMP phosphodiesterase PA4108,NC_002516.2,NP_252797,NP_252797.1,NZ_QZGE01000013.1,PA4108,Q9HWS0,WP_003113015.1,cyclic di-GMP phosphodiesterase,pae:PA4108
PA4111	208964.PA4111	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	http://smart.embl.de/smart/DDvec.cgi?smart=132:	877888,AAG07498,AAG07498.1,Hypothetical protein,NC_002516.2,NP_252800,NP_252800.1,NZ_QZGE01000013.1,PA4111,Q9HWR9,Q9HWR9_PSEAE,Uncharacterized protein,WP_003093424.1,hypothetical protein,pae:PA4111
PA4139	208964.PA4139	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	http://smart.embl.de/smart/DDvec.cgi?smart=99:	880106,AAG07526,AAG07526.1,Hypothetical protein,NC_002516.2,NP_252828,NP_252828.1,NZ_QZGE01000013.1,PA4139,Q9HWP2,Q9HWP2_PSEAE,Uncharacterized protein,WP_003093477.1,hypothetical protein,pae:PA4139
PA4325	208964.PA4325	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=140:Pfam_DUF4124(6|61)+	881528,AAG07713,AAG07713.1,DUF4124 domain-containing protein,Hypothetical protein,NC_002516.2,NP_253015,NP_253015.1,NZ_QZGE01000004.1,PA4325,Q9HW76,Q9HW76_PSEAE,WP_003093901.1,hypothetical protein,pae:PA4325
PA4336	208964.PA4336	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=194:Pfam_DJ-1_PfpI(5|187)+	3.5.1.124,881488,AAG07724,AAG07724.1,Conserved hypothetical protein,DJ-1_PfpI domain-containing protein,EC 3.5.1.124,Hypothetical protein,NC_002516.2,NP_253026,NP_253026.1,NZ_QZGE01000004.1,PA4336,Protease I,Q9HW65,Q9HW65_PSEAE,WP_003120861.1,conserved hypothetical protein,pae:PA4336
PA4352	208964.PA4352	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=286:Pfam_Usp(1|130)+Pfam_Usp(138|282)+	881434,AAG07740,AAG07740.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253042,NP_253042.1,NZ_QZGE01000004.1,PA4352,Q9HW49,Q9HW49_PSEAE,Uncharacterized protein,WP_003093974.1,conserved hypothetical protein,pae:PA4352
PA4463	208964.PA4463	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=102:Pfam_Ribosomal_S30AE(3|93)+	881023,AAG07851,AAG07851.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253153,NP_253153.1,NZ_QZGE01000004.1,PA4463,Putative sigma-54 modulation protein,Q9HVV5,Q9HVV5_PSEAE,Uncharacterized protein,WP_003094359.1,conserved hypothetical protein,pae:PA4463
PA4487	208964.PA4487	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=263:SIGNAL(1|19)+Pfam_DUF2135(193|248)+	881218,AAG07875,AAG07875.1,Conserved hypothetical protein,DUF2135 domain-containing protein,Hypothetical protein,NC_002516.2,NP_253177,NP_253177.1,NZ_QZGE01000004.1,PA4487,Q9HVT4,Q9HVT4_PSEAE,WP_003112868.1,conserved hypothetical protein,pae:PA4487
PA4488	208964.PA4488	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=549:SIGNAL(1|20)+Pfam_DUF2300(85|207)+Pfam_SpoIID(312|406)+Pfam_DUF2300(412|532)+	881219,AAG07876,AAG07876.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253178,NP_253178.1,NZ_QZGE01000004.1,PA4488,Q9HVT3,Q9HVT3_PSEAE,Uncharacterized protein,WP_003455629.1,conserved hypothetical protein,pae:PA4488
PA4489	208964.PA4489	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences); Belongs to the protease inhibitor I39 (alpha-2- macroglobulin) family. Bacterial alpha-2-macroglobulin subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=1516:SIGNAL(1|26)+Pfam_A2M_N(332|428)+A2M_N_2(646|792)+A2M(857|947)+Thiol-ester_cl(1045|1074)+	881072,A2MGH_PSEAE,AAG07877,AAG07877.1,Alpha-2-macroglobulin,Alpha-2-macroglobulin homolog,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253179,NP_253179.1,NZ_QZGE01000004.1,PA4489,Q9HVT2,WP_003112866.1,conserved hypothetical protein,pae:PA4489
PA4504	208964.PA4504	Probable permease of ABC transporter; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=303:Pfam_OppC_N(18|70)+Pfam_BPD_transp_1(117|301)+	881081,AAG07892,AAG07892.1,ABC transporter permease,Dipeptide transport system permease protein,NC_002516.2,NP_253194,NP_253194.1,NZ_QZGE01000004.1,PA4504,Probable permease of ABC transporter,Q9HVR7,Q9HVR7_PSEAE,WP_003112858.1,pae:PA4504,probable permease of ABC transporter
PA4506	208964.PA4506	Probable ATP-binding component of ABC dipeptide transporter; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene); Belongs to the ABC transporter superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=323:AAA(39|231)+Pfam_oligo_HPY(233|298)+	881159,AAG07894,AAG07894.1,Dipeptide transport system ATP-binding protein,NC_002516.2,NP_253196,NP_253196.1,NZ_QZGE01000004.1,PA4506,Peptide ABC transporter ATP-binding protein,Q9HVR5,Q9HVR5_PSEAE,WP_003094452.1,pae:PA4506
PA4577	208964.PA4577	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=108:Pfam_zf-dskA_traR(72|105)+	880981,AAG07965,AAG07965.1,DksA C4-type domain-containing protein,Hypothetical protein,NC_002516.2,NP_253267,NP_253267.1,NZ_QZGE01000004.1,PA4577,Q9HVK7,Q9HVK7_PSEAE,WP_003112819.1,hypothetical protein,pae:PA4577
PA4607	208964.PA4607	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_DUF3015(23|164)+	881101,AAG07995,AAG07995.1,Hypothetical protein,NC_002516.2,NP_253297,NP_253297.1,NZ_QZGE01000004.1,PA4607,Q9HVI2,Q9HVI2_PSEAE,Uncharacterized protein,WP_003094862.1,hypothetical protein,pae:PA4607
PA4610	208964.PA4610	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=144:TRANS(5|27)+Pfam_CopD(37|138)+	881108,AAG07998,AAG07998.1,CopD domain-containing protein,Hypothetical protein,NC_002516.2,NP_253300,NP_253300.1,NZ_QZGE01000004.1,PA4610,Q9HVI0,Q9HVI0_PSEAE,WP_003112796.1,hypothetical protein,pae:PA4610
PA4611	208964.PA4611	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=84:Pfam_DUF465(29|76)+	881114,AAG07999,AAG07999.1,Hypothetical protein,NC_002516.2,NP_253301,NP_253301.1,NZ_QZGE01000004.1,PA4611,Q9HVH9,Q9HVH9_PSEAE,Uncharacterized protein,WP_003104887.1,hypothetical protein,pae:PA4611
PA4925	208964.PA4925	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=283:TRANS(26|48)+Pfam_MS_channel(71|265)+	878053,AAG08310,AAG08310.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253612,NP_253612.1,NZ_QZGE01000002.1,PA4925,Q9HUN9,Q9HUN9_PSEAE,Small conductance mechanosensitive channel,Uncharacterized protein,WP_003095599.1,conserved hypothetical protein,pae:PA4925
PA5178	208964.PA5178	Conserved hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=145:Pfam_BON(21|88)+LysM(95|144)+	881721,AAG08563,AAG08563.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_253865,NP_253865.1,NZ_QZGE01000002.1,PA5178,Q9HU11,Q9HU11_PSEAE,Uncharacterized protein,WP_003096210.1,conserved hypothetical protein,pae:PA5178
PA5285	208964.PA5285	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	http://smart.embl.de/smart/DDvec.cgi?smart=105:	878098,AAG08670,AAG08670.1,Hypothetical protein,NC_002516.2,NP_253972,NP_253972.1,NZ_QZGE01000020.1,PA5285,Q9HTR9,Q9HTR9_PSEAE,Uncharacterized protein,WP_003098240.1,hypothetical protein,pae:PA5285
PA5377	208964.PA5377	Probable permease of ABC transporter; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=279:TRANS(47|66)+TRANS(70|89)+Pfam_BPD_transp_1(110|271)+	878443,AAG08762,AAG08762.1,ABC transporter permease,NC_002516.2,NP_254064,NP_254064.1,NZ_QZGE01000031.1,PA5377,Probable permease of ABC transporter,Q9HTI7,Q9HTI7_PSEAE,WP_003096692.1,pae:PA5377,probable permease of ABC transporter
PA5446	208964.PA5446	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=67:Pfam_DUF1127(22|58)+	878026,AAG08831,AAG08831.1,Hypothetical protein,NC_002516.2,NP_254133,NP_254133.1,NZ_QZGE01000012.1,PA5446,Q9HTC1,Q9HTC1_PSEAE,Uncharacterized protein,WP_003096877.1,hypothetical protein,pae:PA5446
PA5470	208964.PA5470	Probable peptide chain release factor; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=204:Pfam_RF-1(104|203)+	877631,AAG08855,AAG08855.1,NC_002516.2,NP_254157,NP_254157.1,NZ_QZGE01000012.1,PA5470,Peptide chain release factor,Peptide chain release factor-like protein,Probable peptide chain release factor,Q9HTA0,Q9HTA0_PSEAE,WP_003114116.1,pae:PA5470,probable peptide chain release factor
PA5471	208964.PA5471	Hypothetical protein; Product name confidence: Class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences).	https://smart.embl.de/smart/DDvec.cgi?smart=379:Pfam_RtcB(29|111)+Pfam_RtcB(116|373)+	877632,AAG08856,AAG08856.1,Hypothetical protein,NC_002516.2,NP_254158,NP_254158.1,NZ_QZGE01000012.1,PA5471,Q9HT99,Q9HT99_PSEAE,Release factor H-coupled RctB family protein,Uncharacterized protein,WP_003114117.1,hypothetical protein,pae:PA5471
PA5475	208964.PA5475	Hypothetical protein; Catalyzes the transfer of an acetyl group from acetyl coenzyme A (AcCoA) to an acceptor substrate and releases both CoA and the acetylated product. It prefers the antibiotic chloramphenicol.	http://smart.embl.de/smart/DDvec.cgi?smart=186:	2.3.1.-,878199,AAG08860,AAG08860.1,ATSE4_PSEAE,Acetyltransferase PA5475,GCN5-related N-acetyltransferase,GNAT,Hypothetical protein,NC_002516.2,NP_254162,NP_254162.1,NZ_QZGE01000012.1,PA5475,Q9HT95,WP_003096934.1,hypothetical protein,pae:PA5475
